,id,date,amount
105,17,2016-03-27,72.0
106,18,2015-11-20,102.0
107,18,2011-07-23,117.0
108,18,2012-09-21,138.0
109,19,2014-12-15,109.0
110,19,2013-11-12,101.0
111,19,2013-05-07,136.0
112,19,2010-08-12,146.0
113,19,2011-09-02,97.0
114,19,2012-03-09,125.0
115,19,2011-02-13,134.0
116,20,2017-07-23,132.0
117,20,2016-02-03,94.0
118,20,2015-08-02,96.0
119,20,2016-05-04,117.0
120,20,2012-04-10,99.0
121,20,2012-10-27,111.0
122,20,2011-01-09,97.0
123,20,2012-02-16,108.0
124,20,2010-10-30,85.0
125,20,2010-09-03,118.0
126,20,2011-11-25,106.0
127,20,2014-11-18,36.0
128,21,2017-04-07,132.0
129,21,2016-07-07,124.0
130,21,2014-05-26,65.0
131,21,2012-12-31,94.0
132,21,2015-01-29,83.0
133,21,2017-04-04,98.0
134,21,2015-06-05,100.0
135,21,2016-06-03,94.0
136,22,2017-02-24,136.0
137,22,2013-02-24,128.0
138,22,2010-06-15,116.0
139,22,2011-03-26,130.0
140,22,2017-01-19,128.0
141,22,2016-11-18,128.0
142,22,2010-11-27,99.0
143,22,2013-06-09,139.0
144,22,2011-06-14,107.0
145,22,2012-04-10,102.0
146,22,2014-09-20,103.0
147,23,2017-07-15,102.0
148,23,2017-03-20,96.0
149,23,2015-08-31,125.0
150,23,2014-10-18,120.0
151,23,2012-01-16,95.0
152,24,2015-04-04,96.0
153,24,2011-12-19,97.0
154,24,2012-09-21,114.0
155,24,2012-12-31,85.0
156,24,2014-10-03,91.0
157,24,2011-09-15,103.0
158,24,2012-03-15,116.0
159,24,2013-08-09,120.0
160,24,2010-10-08,84.0
161,24,2012-01-13,53.0
162,24,2012-10-15,62.0
163,25,2017-08-04,106.0
164,25,2012-04-25,92.0
165,25,2013-07-19,123.0
166,26,2016-03-07,90.0
167,26,2015-08-20,95.0
168,26,2014-11-30,87.0
169,26,2014-09-08,100.0
170,26,2015-09-06,115.0
171,26,2015-09-20,142.0
172,26,2012-02-04,121.0
173,26,2011-03-16,115.0
174,26,2016-02-13,76.0
175,27,2015-09-27,79.0
176,27,2010-06-24,112.0
177,27,2011-11-01,77.0
178,27,2011-03-08,118.0
179,27,2013-07-28,143.0
180,27,2013-07-21,97.0
181,28,2017-04-14,57.0
182,28,2014-02-27,100.0
183,29,2015-09-03,147.0
184,29,2012-05-23,140.0
185,29,2012-06-22,152.0
186,29,2011-10-13,145.0
187,29,2014-10-24,119.0
188,29,2013-07-23,117.0
189,29,2010-07-16,133.0
190,30,2016-03-29,81.0
191,30,2012-11-10,101.0
192,30,2013-04-11,108.0
193,31,2014-10-28,93.0
194,31,2010-08-28,115.0
195,31,2011-05-26,119.0
196,31,2014-06-26,84.0
197,31,2011-04-10,84.0
198,31,2012-07-15,96.0
199,31,2012-12-12,75.0
200,31,2014-05-26,107.0
201,31,2010-07-29,90.0
202,31,2012-08-05,88.0
203,32,2015-01-04,81.0
204,32,2014-11-02,138.0
205,32,2012-03-30,84.0
206,33,2016-11-14,109.0
207,33,2010-11-22,107.0
208,33,2016-03-07,97.0
209,33,2012-02-26,114.0
210,33,2015-11-08,52.0
211,33,2016-10-12,89.0
212,33,2014-04-11,71.0
213,34,2016-07-31,100.0
214,34,2012-04-30,88.0
215,34,2010-12-30,85.0
216,34,2016-07-21,86.0
217,34,2014-02-27,86.0
218,34,2016-07-13,89.0
219,34,2013-08-31,48.0
220,35,2016-03-20,76.0
221,35,2014-05-21,107.0
222,35,2013-12-18,105.0
223,35,2010-09-07,83.0
224,35,2013-03-21,65.0
225,35,2012-11-08,86.0
226,35,2010-06-08,85.0
227,35,2011-08-11,110.0
228,35,2013-11-02,86.0
229,35,2015-03-13,91.0
230,36,2016-08-25,131.0
231,36,2015-10-28,93.0
232,36,2014-11-27,101.0
233,36,2010-12-30,103.0
234,36,2012-07-27,89.0
235,37,2015-09-20,75.0
236,37,2014-06-23,73.0
237,37,2010-09-05,122.0
238,37,2013-11-02,91.0
239,37,2015-02-08,127.0
240,37,2013-03-12,143.0
241,37,2010-09-26,136.0
242,38,2017-04-13,73.0
243,38,2013-03-06,97.0
244,38,2015-12-27,75.0
245,38,2013-04-04,86.0
246,38,2016-06-08,75.0
247,38,2016-08-12,95.0
248,39,2016-03-02,116.0
249,39,2013-05-29,115.0
250,39,2014-04-03,79.0
251,39,2012-04-01,86.0
252,39,2014-03-04,49.0
253,39,2012-12-13,83.0
254,40,2017-05-02,106.0
255,40,2017-01-08,123.0
256,40,2011-01-17,103.0
257,40,2015-01-10,85.0
258,40,2010-10-30,131.0
259,41,2017-08-25,132.0
260,41,2015-01-09,118.0
261,41,2013-06-16,59.0
262,41,2015-03-18,113.0
263,41,2013-11-21,126.0
264,41,2012-01-31,114.0
265,41,2011-08-26,117.0
266,41,2016-08-25,78.0
267,41,2013-09-09,103.0
268,42,2015-07-15,51.0
269,42,2015-06-15,99.0
270,42,2015-01-26,56.0
271,42,2013-04-14,116.0
272,42,2012-10-11,108.0
273,42,2014-08-13,94.0
274,42,2010-09-18,78.0
275,42,2012-08-17,77.0
276,43,2017-02-22,105.0
277,43,2013-04-28,87.0
278,44,2016-01-03,50.0
279,44,2013-09-20,28.0
280,44,2011-09-22,80.0
281,44,2010-07-08,95.0
282,44,2011-03-09,74.0
283,44,2013-08-04,95.0
284,44,2015-03-11,70.0
285,45,2016-03-14,37.0
286,45,2013-02-01,104.0
287,45,2013-02-14,85.0
288,45,2012-07-13,60.0
289,45,2012-10-12,101.0
290,45,2011-10-12,47.0
291,45,2013-07-16,79.0
292,45,2015-06-28,65.0
293,45,2012-06-29,88.0
294,45,2011-04-08,67.0
295,45,2015-04-03,53.0
296,45,2010-10-18,101.0
297,46,2016-03-20,134.0
298,46,2013-05-25,169.0
299,46,2012-05-03,124.0
300,46,2014-07-02,73.0
301,46,2013-12-22,95.0
302,46,2012-07-06,77.0
303,46,2012-03-07,104.0
304,46,2016-03-14,124.0
305,46,2011-10-20,126.0
306,46,2011-01-09,112.0
307,47,2014-11-24,62.0
308,47,2013-06-06,76.0
309,47,2014-11-14,109.0
310,47,2013-03-04,98.0
311,47,2010-11-18,93.0
312,47,2011-03-26,58.0
313,47,2014-11-29,118.0
314,48,2017-05-03,134.0
315,48,2012-02-05,130.0
316,48,2016-10-04,122.0
317,48,2016-03-23,107.0
318,48,2016-04-01,117.0
319,48,2010-12-14,114.0
320,48,2014-11-02,79.0
321,48,2014-11-30,80.0
322,48,2011-09-30,111.0
323,48,2015-07-06,113.0
324,48,2015-08-08,87.0
325,48,2015-06-01,78.0
326,48,2017-02-06,96.0
327,49,2014-07-13,86.0
328,49,2013-03-05,119.0
329,49,2011-11-14,144.0
330,49,2011-11-30,86.0
331,49,2012-10-22,102.0
332,49,2012-12-22,83.0
333,49,2014-03-18,140.0
334,49,2013-08-12,72.0
335,49,2012-04-18,119.0
336,49,2012-01-02,86.0
337,49,2013-06-27,128.0
338,50,2016-10-07,90.0
339,50,2013-05-17,147.0
340,50,2013-03-05,85.0
341,50,2011-06-03,114.0
342,50,2016-06-08,138.0
343,50,2015-05-12,89.0
344,50,2016-10-21,96.0
345,50,2011-04-05,116.0
346,50,2014-03-13,118.0
347,50,2013-01-31,47.0
348,50,2013-04-20,86.0
349,51,2016-06-07,121.0
350,51,2013-07-14,70.0
351,51,2013-04-03,84.0
352,51,2012-10-30,105.0
353,51,2012-08-03,100.0
354,51,2014-09-28,109.0
355,51,2016-02-28,77.0
356,51,2014-06-02,80.0
357,51,2012-04-03,100.0
358,52,2016-08-02,154.0
359,52,2012-03-21,113.0
360,52,2010-10-09,115.0
361,52,2014-11-17,106.0
362,52,2015-09-10,104.0
363,52,2015-05-18,108.0
364,52,2012-07-27,147.0
365,52,2014-08-30,127.0
366,53,2014-12-20,120.0
367,53,2014-06-04,120.0
368,53,2013-12-02,112.0
369,53,2011-05-29,109.0
370,54,2016-11-26,125.0
371,54,2011-08-19,98.0
372,54,2015-03-30,129.0
373,54,2013-02-01,98.0
374,54,2013-07-21,113.0
375,54,2012-09-20,154.0
376,54,2011-10-02,124.0
377,54,2011-12-16,119.0
378,54,2015-01-26,115.0
379,54,2014-03-14,119.0
380,54,2013-07-18,133.0
381,55,2016-10-06,93.0
382,55,2014-02-04,96.0
383,55,2015-08-21,84.0
384,55,2015-01-14,65.0
385,55,2013-11-26,79.0
386,56,2017-01-28,119.0
387,56,2011-05-06,139.0
388,56,2010-12-20,88.0
389,56,2010-10-09,127.0
390,56,2013-02-22,83.0
391,56,2014-09-10,95.0
392,56,2016-08-28,119.0
393,56,2010-10-18,134.0
394,56,2014-06-30,105.0
395,56,2017-01-09,82.0
396,56,2014-10-23,118.0
397,56,2016-11-19,91.0
398,56,2015-04-26,117.0
399,56,2010-10-03,131.0
400,56,2012-04-29,97.0
401,56,2013-07-16,89.0
402,57,2016-07-07,72.0
403,57,2015-10-19,98.0
404,57,2016-06-22,99.0
405,57,2011-08-08,119.0
406,57,2015-07-15,87.0
407,57,2015-01-02,77.0
408,57,2014-10-17,98.0
409,57,2014-06-04,97.0
410,57,2015-12-16,89.0
411,57,2013-11-23,84.0
412,58,2016-03-18,90.0
413,58,2013-12-21,94.0
414,58,2015-01-30,123.0
415,58,2016-03-29,134.0
416,59,2014-01-23,100.0
417,59,2013-06-01,98.0
418,59,2010-09-14,103.0
419,59,2012-10-19,136.0
420,59,2012-10-10,75.0
421,59,2012-02-19,106.0
422,59,2011-12-20,92.0
423,60,2016-11-15,126.0
424,60,2013-07-24,81.0
425,60,2013-05-27,107.0
426,60,2012-07-10,103.0
427,60,2014-08-22,99.0
428,61,2016-03-20,82.0
429,61,2011-06-15,97.0
430,61,2010-10-04,133.0
431,61,2012-12-30,89.0
432,61,2013-03-17,102.0
433,61,2013-12-27,116.0
434,61,2015-05-22,110.0
435,61,2013-08-18,109.0
436,61,2013-04-25,139.0
437,62,2015-11-03,92.0
438,63,2014-12-19,63.0
439,64,2015-09-13,85.0
440,64,2011-09-02,88.0
441,64,2012-02-27,55.0
442,64,2012-06-13,83.0
443,64,2015-07-05,96.0
444,64,2012-01-28,111.0
445,64,2012-03-27,117.0
446,64,2012-11-08,98.0
447,64,2012-07-03,125.0
448,64,2012-03-22,120.0
449,64,2013-09-06,126.0
450,64,2013-11-02,101.0
451,65,2016-08-06,106.0
452,66,2015-04-19,93.0
453,66,2013-10-20,109.0
454,66,2010-12-02,108.0
455,66,2011-04-30,99.0
456,66,2012-07-23,98.0
457,66,2013-04-05,107.0
458,66,2015-01-18,110.0
459,67,2015-12-06,89.0
460,67,2013-03-31,107.0
461,67,2015-01-29,101.0
462,67,2011-03-05,107.0
463,67,2013-09-13,128.0
464,68,2015-06-14,119.0
465,68,2015-04-16,104.0
466,68,2015-05-27,103.0
467,68,2014-01-10,156.0
468,68,2011-05-06,111.0
469,69,2016-08-27,112.0
470,69,2014-06-29,111.0
471,69,2013-05-06,66.0
472,69,2011-10-13,77.0
473,69,2016-01-13,53.0
474,69,2014-02-02,93.0
475,69,2013-04-11,110.0
476,69,2016-07-04,101.0
477,69,2012-02-10,64.0
478,69,2011-05-22,131.0
479,70,2014-10-16,82.0
480,70,2013-06-05,121.0
481,70,2012-12-19,123.0
482,71,2016-08-26,115.0
483,71,2013-01-18,90.0
484,71,2013-05-21,91.0
485,71,2013-02-16,83.0
486,72,2016-09-26,101.0
487,72,2010-07-30,121.0
488,72,2010-10-29,115.0
489,72,2013-03-30,107.0
490,72,2010-09-03,110.0
491,72,2013-12-29,81.0
492,72,2013-09-17,105.0
493,72,2010-08-05,135.0
494,72,2012-12-10,143.0
495,73,2016-06-05,73.0
496,73,2012-05-29,76.0
497,73,2014-11-02,113.0
498,73,2012-02-26,127.0
499,73,2012-08-29,70.0
500,73,2013-03-09,83.0
501,73,2011-05-21,89.0
502,74,2016-08-22,106.0
503,74,2016-08-21,123.0
504,74,2011-03-07,109.0
505,74,2014-01-13,114.0
506,74,2012-06-06,94.0
507,74,2011-09-14,114.0
508,74,2011-04-24,87.0
509,75,2016-01-17,102.0
510,75,2014-06-26,39.0
511,75,2013-12-18,70.0
512,75,2013-02-16,77.0
513,75,2011-06-05,78.0
514,75,2013-10-21,123.0
515,75,2015-01-26,117.0
516,75,2015-04-30,112.0
517,75,2010-10-03,120.0
518,75,2015-11-10,67.0
519,76,2017-05-26,141.0
520,76,2011-11-21,130.0
521,76,2010-07-17,94.0
522,76,2014-11-27,103.0
523,76,2012-05-17,123.0
524,77,2017-01-16,145.0
525,77,2012-04-15,108.0
526,77,2014-04-21,62.0
527,78,2017-08-03,79.0
528,78,2015-03-09,77.0
529,78,2013-10-17,63.0
530,78,2011-02-17,112.0
531,78,2014-08-28,86.0
532,78,2016-10-06,129.0
533,79,2015-01-24,55.0
534,79,2010-06-15,114.0
535,79,2011-06-26,70.0
536,79,2012-09-17,111.0
537,79,2010-11-10,129.0
538,79,2011-05-08,103.0
539,79,2012-11-22,120.0
540,79,2013-05-10,84.0
541,80,2017-09-03,121.0
542,80,2011-06-10,144.0
543,80,2012-02-03,119.0
544,80,2013-01-02,121.0
545,80,2013-10-11,93.0
546,80,2012-03-24,149.0
547,80,2011-12-06,89.0
548,80,2015-02-15,137.0
549,81,2017-07-02,80.0
550,81,2011-08-07,107.0
551,81,2013-07-16,105.0
552,81,2015-01-15,94.0
553,81,2017-07-18,121.0
554,81,2012-06-12,98.0
555,81,2014-04-29,97.0
556,81,2015-06-30,101.0
557,81,2017-01-26,115.0
558,81,2014-09-25,106.0
559,81,2011-07-23,84.0
560,82,2016-12-09,85.0
561,82,2013-04-19,73.0
562,82,2013-03-26,106.0
563,82,2012-06-15,59.0
564,83,2017-08-30,108.0
565,83,2013-08-19,103.0
566,83,2016-10-17,73.0
567,83,2016-10-08,98.0
568,83,2016-07-17,114.0
569,83,2015-03-08,113.0
570,83,2016-09-08,60.0
571,83,2010-07-04,83.0
572,83,2017-07-26,76.0
573,83,2010-12-28,77.0
574,83,2010-09-15,56.0
575,83,2015-07-27,93.0
576,83,2016-03-23,39.0
577,83,2010-07-24,94.0
578,84,2016-03-06,89.0
579,84,2011-03-16,92.0
580,84,2012-08-03,84.0
581,84,2014-08-07,98.0
582,84,2015-12-12,138.0
583,84,2014-07-21,111.0
584,84,2014-09-22,129.0
585,84,2012-07-12,130.0
586,85,2017-09-13,91.0
587,85,2012-05-05,102.0
588,85,2012-12-18,110.0
589,85,2011-05-18,120.0
590,85,2011-03-24,77.0
591,85,2016-01-16,104.0
592,85,2015-08-26,111.0
593,85,2012-02-05,76.0
594,85,2010-10-30,92.0
595,85,2016-10-09,104.0
596,85,2014-08-04,96.0
597,85,2014-02-10,101.0
598,85,2012-08-27,111.0
599,85,2013-08-16,91.0
600,86,2015-06-21,118.0
601,86,2011-03-15,80.0
602,86,2010-11-20,83.0
603,86,2014-06-14,67.0
604,86,2014-04-22,111.0
605,86,2013-06-10,120.0
606,86,2013-05-12,105.0
607,86,2012-09-05,122.0
608,86,2013-10-04,104.0
609,87,2017-03-08,67.0
610,87,2015-01-21,73.0
611,87,2010-08-17,108.0
612,87,2013-09-25,110.0
613,87,2016-12-13,89.0
614,87,2014-09-10,112.0
615,88,2016-06-27,75.0
616,88,2013-06-06,133.0
617,88,2012-12-13,106.0
618,88,2014-03-22,100.0
619,88,2014-03-29,108.0
620,88,2012-10-10,104.0
621,88,2016-01-07,82.0
622,88,2013-03-21,118.0
623,88,2016-02-24,99.0
624,89,2015-06-19,96.0
625,89,2015-03-28,97.0
626,89,2012-11-16,126.0
627,89,2013-11-27,92.0
628,89,2014-12-30,110.0
629,89,2014-10-28,116.0
630,89,2012-08-08,74.0
631,89,2013-02-20,94.0
632,89,2012-08-27,81.0
633,89,2013-08-25,84.0
634,89,2011-02-06,74.0
635,90,2016-04-09,62.0
636,90,2013-11-21,67.0
637,90,2013-12-20,56.0
638,90,2011-08-23,67.0
639,90,2011-08-17,76.0
640,90,2010-11-02,84.0
641,90,2012-11-14,86.0
642,90,2014-06-24,105.0
643,91,2017-06-25,58.0
644,91,2013-07-14,58.0
645,91,2017-06-13,59.0
646,91,2015-08-30,75.0
647,91,2012-10-21,62.0
648,91,2016-11-28,56.0
649,91,2013-12-31,76.0
650,91,2011-01-22,65.0
651,92,2016-03-18,96.0
652,92,2013-07-25,91.0
653,92,2011-01-31,112.0
654,92,2012-10-11,97.0
655,93,2015-07-09,122.0
656,93,2012-02-12,129.0
657,93,2015-02-27,132.0
658,93,2014-08-15,121.0
659,94,2017-03-24,80.0
660,94,2012-05-18,117.0
661,94,2014-09-19,143.0
662,94,2010-09-23,103.0
663,94,2016-04-24,103.0
664,94,2016-01-25,104.0
665,94,2015-08-19,120.0
666,95,2016-12-02,95.0
667,95,2016-04-13,82.0
668,95,2016-12-13,84.0
669,95,2011-08-26,108.0
670,95,2011-11-09,105.0
671,95,2013-09-18,109.0
672,95,2011-06-21,103.0
673,95,2010-10-24,70.0
674,95,2013-08-07,102.0
675,95,2011-05-30,70.0
676,96,2015-07-07,89.0
677,96,2013-09-26,70.0
678,96,2013-10-03,73.0
679,96,2011-05-02,97.0
680,96,2011-04-21,71.0
681,96,2013-07-04,125.0
682,96,2012-09-22,83.0
683,96,2010-08-02,70.0
684,96,2012-04-21,69.0
685,97,2016-08-03,125.0
686,97,2013-12-02,100.0
687,97,2011-09-24,104.0
688,97,2010-10-18,91.0
689,97,2016-07-03,127.0
690,97,2014-01-29,146.0
691,97,2014-04-16,147.0
692,97,2015-04-20,133.0
693,97,2012-10-09,163.0
694,97,2015-06-09,94.0
695,98,2017-06-05,138.0
696,98,2017-06-10,127.0
697,98,2014-12-14,123.0
698,98,2012-03-08,117.0
699,98,2011-03-23,93.0
700,98,2012-05-03,114.0
701,99,2016-01-03,84.0
702,99,2015-06-09,30.0
703,99,2013-06-12,101.0
704,100,2016-11-17,102.0
705,100,2010-12-19,115.0
706,100,2012-12-29,93.0
707,100,2011-06-27,111.0
708,100,2016-11-11,89.0
709,101,2016-01-13,105.0
710,101,2012-04-16,82.0
711,101,2011-04-24,115.0
712,101,2014-06-27,96.0
713,101,2010-08-22,79.0
714,101,2012-10-13,105.0
715,101,2014-04-05,94.0
716,102,2017-05-04,121.0
717,102,2017-05-17,107.0
718,102,2012-11-30,123.0
719,102,2016-12-31,87.0
720,102,2014-12-29,63.0
721,102,2017-03-31,87.0
722,102,2016-10-25,127.0
723,102,2013-01-15,96.0
724,103,2016-03-22,115.0
725,103,2012-01-31,98.0
726,103,2014-03-06,108.0
727,103,2014-03-31,80.0
728,103,2013-01-17,81.0
729,103,2012-07-12,95.0
730,104,2017-09-22,101.0
731,104,2012-08-21,102.0
732,104,2014-03-28,90.0
733,104,2013-01-24,129.0
734,104,2015-07-22,151.0
735,104,2010-12-21,98.0
736,104,2016-07-06,122.0
737,105,2015-07-11,54.0
738,105,2012-12-05,75.0
739,105,2015-01-16,108.0
740,105,2014-08-13,75.0
741,105,2014-07-24,143.0
742,105,2013-07-22,89.0
743,106,2015-10-10,61.0
744,106,2014-07-07,86.0
745,106,2010-06-15,98.0
746,106,2013-08-27,124.0
747,106,2014-01-16,105.0
748,106,2015-09-22,83.0
749,106,2015-06-08,79.0
750,106,2012-04-13,105.0
751,106,2014-07-21,58.0
752,106,2015-08-18,58.0
753,107,2016-09-16,117.0
754,107,2014-10-31,95.0
755,107,2012-05-03,114.0
756,108,2016-05-03,80.0
757,108,2011-01-26,80.0
758,108,2014-05-18,76.0
759,108,2016-01-04,116.0
760,108,2015-11-02,118.0
761,108,2013-04-10,132.0
762,108,2013-06-21,79.0
763,109,2017-04-25,67.0
764,109,2015-08-07,54.0
765,109,2013-12-13,65.0
766,109,2015-04-15,64.0
767,109,2012-11-10,50.0
768,109,2011-08-12,42.0
769,109,2017-01-04,61.0
770,109,2014-12-06,103.0
771,109,2014-09-17,34.0
772,109,2015-12-26,53.0
773,109,2010-09-25,76.0
774,110,2017-11-19,130.0
775,110,2012-11-17,163.0
776,110,2011-06-27,132.0
777,110,2014-03-27,137.0
778,111,2016-11-27,103.0
779,111,2011-06-28,105.0
780,111,2014-02-11,109.0
781,112,2016-03-18,74.0
782,112,2012-01-09,114.0
783,112,2011-02-21,97.0
784,112,2014-05-17,125.0
785,112,2013-02-09,106.0
786,112,2015-01-04,74.0
787,112,2014-08-30,98.0
788,113,2014-07-28,52.0
789,113,2011-07-06,114.0
790,113,2013-11-19,93.0
791,113,2012-03-10,110.0
792,113,2011-05-27,136.0
793,113,2012-09-27,148.0
794,113,2010-06-22,88.0
795,113,2012-07-17,100.0
796,113,2011-12-22,130.0
797,113,2014-06-03,116.0
798,113,2014-03-06,109.0
799,114,2015-04-17,55.0
800,114,2015-04-21,64.0
801,114,2011-04-20,97.0
802,114,2013-05-30,105.0
803,114,2010-07-17,93.0
804,114,2011-05-13,112.0
805,114,2012-09-25,59.0
806,114,2010-09-17,109.0
807,114,2013-06-18,50.0
808,115,2016-11-22,115.0
809,115,2013-09-12,109.0
810,115,2010-09-12,112.0
811,115,2012-03-28,139.0
812,115,2011-04-25,123.0
813,115,2013-01-15,88.0
814,115,2011-11-22,164.0
815,115,2014-01-25,145.0
816,116,2016-02-26,112.0
817,116,2013-05-26,120.0
818,116,2014-05-16,73.0
819,116,2011-01-23,78.0
820,116,2014-05-09,121.0
821,116,2010-09-20,81.0
822,116,2014-07-22,53.0
823,116,2012-11-20,93.0
824,116,2015-05-17,86.0
825,116,2015-10-07,103.0
826,116,2013-03-09,95.0
827,116,2014-04-25,73.0
828,117,2015-02-02,107.0
829,117,2013-12-17,120.0
830,117,2010-11-04,120.0
831,117,2010-10-08,96.0
832,117,2014-12-04,103.0
833,117,2011-10-14,101.0
834,117,2010-12-12,101.0
835,117,2010-12-09,82.0
836,117,2011-01-19,114.0
837,117,2012-11-07,94.0
838,117,2013-09-21,77.0
839,117,2013-02-22,123.0
840,117,2012-05-14,101.0
841,117,2010-08-24,73.0
842,118,2016-11-28,81.0
843,118,2015-11-26,126.0
844,118,2012-03-09,110.0
845,118,2015-05-11,129.0
846,118,2011-06-20,85.0
847,118,2012-10-22,114.0
848,118,2013-12-12,96.0
849,118,2015-02-10,135.0
850,119,2015-08-30,123.0
851,119,2012-07-16,121.0
852,119,2015-08-13,146.0
853,119,2012-04-21,138.0
854,120,2017-05-30,95.0
855,120,2014-05-30,66.0
856,120,2012-05-15,82.0
857,120,2015-02-03,102.0
858,120,2014-09-05,113.0
859,120,2011-01-24,81.0
860,120,2012-07-26,112.0
861,121,2016-05-25,105.0
862,121,2012-12-10,101.0
863,122,2015-11-17,108.0
864,122,2012-06-21,94.0
865,122,2011-03-08,109.0
866,122,2013-01-23,113.0
867,122,2013-03-21,117.0
868,122,2012-06-09,75.0
869,122,2015-07-14,94.0
870,122,2013-11-21,104.0
871,122,2012-09-10,127.0
872,122,2012-03-25,84.0
873,122,2013-12-04,116.0
874,123,2015-12-24,112.0
875,123,2012-09-25,97.0
876,123,2015-11-22,102.0
877,123,2014-11-22,113.0
878,123,2015-02-22,141.0
879,123,2012-08-06,90.0
880,123,2010-09-02,127.0
881,123,2012-04-26,136.0
882,123,2010-11-18,93.0
883,124,2015-04-23,94.0
884,124,2012-11-01,125.0
885,124,2013-11-17,78.0
886,124,2014-10-03,72.0
887,124,2013-06-06,108.0
888,124,2010-07-22,122.0
889,124,2014-11-09,67.0
890,124,2012-05-12,54.0
891,124,2013-10-09,119.0
892,125,2016-09-08,120.0
893,125,2013-07-23,119.0
894,125,2010-06-03,86.0
895,125,2010-09-08,56.0
896,125,2014-10-02,104.0
897,125,2015-02-10,104.0
898,125,2012-11-28,101.0
899,125,2012-12-25,139.0
900,125,2012-09-27,103.0
901,125,2011-10-27,104.0
902,125,2013-12-06,96.0
903,125,2013-11-23,99.0
904,126,2016-10-18,81.0
905,126,2013-12-27,122.0
906,126,2014-07-21,100.0
907,126,2014-12-15,106.0
908,126,2011-08-13,95.0
909,126,2012-02-09,97.0
910,127,2016-01-15,85.0
911,127,2015-07-11,109.0
912,127,2012-06-20,104.0
913,127,2011-02-11,88.0
914,127,2012-07-23,69.0
915,127,2014-02-11,110.0
916,128,2015-11-01,113.0
917,129,2016-11-30,67.0
918,129,2013-07-25,102.0
919,129,2016-07-03,114.0
920,129,2010-08-10,76.0
921,129,2010-09-10,122.0
922,129,2015-10-25,120.0
923,129,2012-08-21,90.0
924,129,2015-11-04,74.0
925,129,2013-04-20,94.0
926,130,2016-06-11,90.0
927,130,2014-05-11,81.0
928,130,2013-07-22,103.0
929,130,2015-01-28,118.0
930,130,2013-03-29,98.0
931,130,2014-02-02,56.0
